Name	Source	ID	Link	Creators	Tags	Creation time	Update time	Latest version	Versions	Number of steps	Tools	EDAM operations	EDAM topics	License	DOI	Projects	To keep	Deprecated
Genome assembly workflow for nanopore reads, for TSI	WorkflowHub	1114	https://workflowhub.eu/workflows/1114?version=1	Anna Syme	tsi, genome_assembly, nanopore	2024-09-03	2024-09-03	1	1	10.0	bandage_info, porechop, bandage_image, collapse_dataset, fastqc, flye, fasta-stats, split_file_to_collection, nanofilt	De-novo assembly, Genome assembly, Sequence composition calculation, Mapping assembly, Statistical calculation, Sequence assembly visualisation, Cross-assembly, Sequencing quality control		GPL-3.0-or-later	10.48546/workflowhub.workflow.1114.1	Australian BioCommons, Galaxy Australia	True	False
ERGA-BGE Genome Report ANNOT analyses	WorkflowHub	1096	https://workflowhub.eu/workflows/1096?version=2	Diego De Panis	annotation, biodiversity, erga, genomics, qc	2025-02-05	2025-02-24	2	2	13.0	busco, collapse_dataset, tp_text_file_with_recurring_lines, agat, lftp, omark, pick_value	Sequence assembly validation, Differential protein expression profiling, Genome annotation, Data handling	Genomics	MIT		ERGA Annotation	True	False
ERGA Profiling Long Reads v2505 (WF1)	WorkflowHub	603	https://workflowhub.eu/workflows/603?version=2	Diego De Panis	erga, profiling	2024-09-18	2025-06-24	2	2	17.0	Cut1, meryl, Add_a_column1, tp_cut_tool, genomescope, tp_grep_tool, Convert characters1, smudgeplot, tp_find_and_replace, param_value_from_file	Genotyping, k-mer counting, Sequence trimming	Whole genome sequencing	MIT		ERGA Assembly	True	False
ERGA DataQC Illumina v2505 (WF0)	WorkflowHub	601	https://workflowhub.eu/workflows/601?version=2	Diego De Panis	dataqc, erga, illumina	2024-09-18	2025-06-01	2	2	7.0	__FLATTEN__, seqkit_stats, collapse_dataset, fastqc, multiqc, fastp	Sequence contamination filtering, Sequence conversion, DNA transcription, Validation, Sequence trimming, Sequence composition calculation, Statistical calculation, DNA translation, Sequencing quality control	Whole genome sequencing	MIT		ERGA Assembly	True	False
ERGA DataQC ONT v2505 (WF0)	WorkflowHub	697	https://workflowhub.eu/workflows/697?version=1	Diego De Panis	dataqc, erga, ont	2024-01-08	2025-06-01	1	1	3.0	seqkit_stats, nanoplot, collapse_dataset	Sequence conversion, Scatter plot plotting, Box-Whisker plot plotting, DNA translation, DNA transcription, Sequence trimming	Whole genome sequencing	MIT		ERGA Assembly	True	False
ERGA DataQC HiFi v2505 (WF0)	WorkflowHub	602	https://workflowhub.eu/workflows/602?version=2	Diego De Panis	dataqc, erga, hifi	2024-09-18	2025-06-01	2	2	5.0	seqkit_stats, cutadapt, collapse_dataset, fastqc, multiqc	Sequence conversion, Read pre-processing, Primer removal, DNA transcription, Validation, Sequence trimming, Sequence composition calculation, Statistical calculation, DNA translation, Sequencing quality control	Whole genome sequencing	MIT		ERGA Assembly	True	False
ERGA Long Reads PriAlt Purge+QC v2505 (WF3)	WorkflowHub	1163	https://workflowhub.eu/workflows/1163?version=2	Diego De Panis	assembly, erga, hifi, qc	2025-06-01	2025-06-01	2	2	25.0	busco, gfastats, gfa_to_fa, cat1, purge_dups, minimap2, param_value_from_file, merqury	Scaffolding, Read binning, De-novo assembly, Phasing, Genome assembly, Data handling, k-mer counting, Sequence assembly validation, Pairwise sequence alignment	Whole genome sequencing	MIT		ERGA Assembly	True	False
ERGA HiC Pri Scaffolding+QC YaHS v2505 (WF4)	WorkflowHub	1164	https://workflowhub.eu/workflows/1164?version=2	Diego De Panis	assembly, erga, hic, qc	2025-02-03	2025-06-01	2	2	33.0	Cut1, pretext_map, pick_value, param_value_from_file, __EXTRACT_DATASET__, pairtools_split, pairtools_dedup, busco, gfastats, bwa_mem2, sambamba_merge, pairtools_parse, merqury, pairtools_sort, gfa_to_fa, sambamba_flagstat, yahs, CONVERTER_fasta_to_fai, pretext_snapshot	Scaffolding, De-novo assembly, Phasing, Genome assembly, Data handling, k-mer counting, Sequence assembly validation, Sequence alignment	Whole genome sequencing	MIT		ERGA Assembly	True	False
ERGA Long reads-only Assembly+QC Hifiasm v2505 (WF2)	WorkflowHub	1162	https://workflowhub.eu/workflows/1162?version=2	Diego De Panis	assembly, erga, hifi, ont, qc	2025-05-30	2025-09-09	2	2	22.0	busco, gfastats, hifiasm, gfa_to_fa, bandage_image, param_value_from_file, merqury	Scaffolding, De-novo assembly, Phasing, Genome assembly, Data handling, k-mer counting, Sequence assembly visualisation, Sequence assembly validation	Whole genome sequencing	MIT		ERGA Assembly	True	False
ERGA-BGE Genome Report ASM analyses (one-asm HiFi + HiC)	WorkflowHub	1104	https://workflowhub.eu/workflows/1104?version=2	Diego De Panis	genome assembly, genomics, qc	2024-11-04	2024-12-05	2	2	45.0	Cut1, __FLATTEN__, collapse_dataset, lftp, minimap2, pick_value, hicexplorer_hicmergematrixbins, cutadapt, __EXTRACT_DATASET__, genomescope, cooler_csort_tabix, smudgeplot, pairtools_split, bedtools_makewindowsbed, busco, pairtools_dedup, gfastats, bwa_mem2, bg_diamond, meryl, rseqc_bam_stat, sambamba_merge, pairtools_parse, fastp, fasterq_dump, hicexplorer_hicplotmatrix, merqury, datasets_download_genome, pairtools_sort, tp_text_file_with_recurring_lines, sambamba_flagstat, sam_merge2, cooler_cload_tabix, blobtoolkit, CONVERTER_fasta_to_fai	De-novo assembly, Sequence database search, Read pre-processing, Data handling, Mapping, Genotyping, Data deposition, Data retrieval, Sequence contamination filtering, Scaffolding, Phasing, Sequence alignment, Data parsing, Primer removal, Genome assembly, Visualisation, Sequence trimming, Sequence alignment analysis, k-mer counting, Sequence assembly validation, Pairwise sequence alignment, Sequencing quality control	Genomics	MIT		ERGA Assembly	True	False
