tool_name,count
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard,18
toolshed.g2.bx.psu.edu/repos/iuc/stacks_sstacks/stacks_sstacks,1
toolshed.g2.bx.psu.edu/repos/earlhaminst/apoc/apoc,1
toolshed.g2.bx.psu.edu/repos/devteam/merge_cols/mergeCols1,536
CONVERTER_interval_to_bigwig_0,143
toolshed.g2.bx.psu.edu/repos/earlhaminst/ete/ete_init_taxdb,10
toolshed.g2.bx.psu.edu/repos/iuc/pe_histogram/pe_histogram,312
toolshed.g2.bx.psu.edu/repos/iuc/crossmap_bam/crossmap_bam,27
toolshed.g2.bx.psu.edu/repos/chemteam/gmx_rmsf/gmx_rmsf,4
toolshed.g2.bx.psu.edu/repos/iuc/ggplot2_heatmap2/ggplot2_heatmap2,1953
CONVERTER_SMILES_to_MOL,2
toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_artifact_metrics,52
toolshed.g2.bx.psu.edu/repos/devteam/fastq_masker_by_quality/fastq_masker_by_quality,16
toolshed.g2.bx.psu.edu/repos/bebatut/combine_metaphlan2_humann2/combine_metaphlan2_humann2,156
toolshed.g2.bx.psu.edu/repos/iuc/bcftools_view/bcftools_view,147
toolshed.g2.bx.psu.edu/repos/pjbriggs/trimmomatic/trimmomatic,5862
Summary_Statistics1,184
toolshed.g2.bx.psu.edu/repos/ecology/srs_preprocess_s2/srs_preprocess_s2,4
toolshed.g2.bx.psu.edu/repos/bgruening/sdf_to_tab/sdf_to_tab,233
toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MeanQualityByCycle,6
toolshed.g2.bx.psu.edu/repos/bgruening/chemfp/ctb_sdf2fps,9
toolshed.g2.bx.psu.edu/repos/galaxyp/openms_featurefindermultiplex/FeatureFinderMultiplex,7
toolshed.g2.bx.psu.edu/repos/lparsons/fastq_join/fastq_join,146
toolshed.g2.bx.psu.edu/repos/iuc/anndata_import/anndata_import,141
toolshed.g2.bx.psu.edu/repos/iuc/gemini_set_somatic/gemini_set_somatic,14
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: hmoment44,2
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: cutseq18,6
toolshed.g2.bx.psu.edu/repos/bgruening/bionano_scaffold/bionano_scaffold,112
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: maskfeat50,2
toolshed.g2.bx.psu.edu/repos/iuc/ampvis2_ordinate/ampvis2_ordinate,2
CONVERTER_wiggle_to_interval_0,4
toolshed.g2.bx.psu.edu/repos/bgruening/music_construct_eset/music_construct_eset,85
toolshed.g2.bx.psu.edu/repos/galaxyp/fasta_merge_files_and_filter_unique_sequences/fasta_merge_files_and_filter_unique_sequences,461
toolshed.g2.bx.psu.edu/repos/anton/vcfannotategenotypes/vcfannotategenotypes,1
toolshed.g2.bx.psu.edu/repos/iuc/scanpy_normalize/scanpy_normalize,98
toolshed.g2.bx.psu.edu/repos/earlhaminst/ensembl_get_genetree/get_genetree,2
toolshed.g2.bx.psu.edu/repos/iuc/reshape2_cast/cast,5
toolshed.g2.bx.psu.edu/repos/devteam/vcftools_compare/vcftools_compare,34
toolshed.g2.bx.psu.edu/repos/iuc/ivar_removereads/ivar_removereads,168
sklearn_data_preprocess,2
toolshed.g2.bx.psu.edu/repos/devteam/vcfallelicprimitives/vcfallelicprimitives,286
toolshed.g2.bx.psu.edu/repos/iuc/qiime_filter_otus_from_otu_table/qiime_filter_otus_from_otu_table,8
toolshed.g2.bx.psu.edu/repos/chemteam/gmx_makendx/gmx_makendx,17
toolshed.g2.bx.psu.edu/repos/iuc/poretools_yield_plot/poretools_yield_plot,7
toolshed.g2.bx.psu.edu/repos/lecorguille/xcms_plot_chromatogram/xcms_plot_chromatogram,41
toolshed.g2.bx.psu.edu/repos/fgiacomoni/hmdb_ms_search/wsdl_hmdb,19
toolshed.g2.bx.psu.edu/repos/iuc/moabs/moabs,19
toolshed.g2.bx.psu.edu/repos/astroteam/astropy_fits2bitmap/astropy_fits2bitmap,1
toolshed.g2.bx.psu.edu/repos/bgruening/hicexplorer_chicviewpointbackgroundmodel/hicexplorer_chicviewpointbackgroundmodel,8
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed,29
toolshed.g2.bx.psu.edu/repos/chemteam/mdanalysis_rdf/mdanalysis_rdf,7
toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MergeBamAlignment,18
toolshed.g2.bx.psu.edu/repos/q2d2/qiime2__cutadapt__trim_paired/qiime2__cutadapt__trim_paired,4
toolshed.g2.bx.psu.edu/repos/computational-metabolomics/dimspy_process_scans/dimspy_process_scans,1
toolshed.g2.bx.psu.edu/repos/galaxyp/openms_filefilter/FileFilter,2
toolshed.g2.bx.psu.edu/repos/iuc/mixcr_analyze/mixcr_analyze,3
toolshed.g2.bx.psu.edu/repos/chemteam/gmx_check/gmx_check,9
toolshed.g2.bx.psu.edu/repos/iuc/mothur_chimera_perseus/mothur_chimera_perseus,2
toolshed.g2.bx.psu.edu/repos/devteam/ncbi_blast_plus/ncbi_dustmasker_wrapper,24
toolshed.g2.bx.psu.edu/repos/iuc/obi_sort/obi_sort,5
toolshed.g2.bx.psu.edu/repos/wolma/mimodd_main/mimodd_covstats,8
CONVERTER_bed_gff_or_vcf_to_bigwig_0,924
toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgpeakcall,74
solid_qual_boxplot,12
toolshed.g2.bx.psu.edu/repos/iuc/meme_chip/meme_chip,287
toolshed.g2.bx.psu.edu/repos/iuc/qiime_filter_taxa_from_otu_table/qiime_filter_taxa_from_otu_table,3
