tool_name,count
__DATA_FETCH__,21263
toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc,18922
upload1,12487
toolshed.g2.bx.psu.edu/repos/iuc/multiqc/multiqc,7507
toolshed.g2.bx.psu.edu/repos/pjbriggs/trimmomatic/trimmomatic,7428
__SET_METADATA__,6887
CONVERTER_gz_to_uncompressed,6638
toolshed.g2.bx.psu.edu/repos/nml/spades/spades,6628
toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2,6509
toolshed.g2.bx.psu.edu/repos/crs4/prokka/prokka,6142
toolshed.g2.bx.psu.edu/repos/iuc/quast/quast,5353
toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2,5085
toolshed.g2.bx.psu.edu/repos/lparsons/cutadapt/cutadapt,4631
toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa_mem,4520
toolshed.g2.bx.psu.edu/repos/iuc/jbrowse/jbrowse,4288
Filter1,4064
toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump,3817
toolshed.g2.bx.psu.edu/repos/iuc/deseq2/deseq2,3614
toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fasterq_dump,3540
Cut1,3394
toolshed.g2.bx.psu.edu/repos/iuc/busco/busco,3288
toolshed.g2.bx.psu.edu/repos/iuc/bandage/bandage_image,3234
toolshed.g2.bx.psu.edu/repos/iuc/featurecounts/featurecounts,3227
toolshed.g2.bx.psu.edu/repos/iuc/fastp/fastp,3115
toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count,3031
toolshed.g2.bx.psu.edu/repos/iuc/nanoplot/nanoplot,2983
toolshed.g2.bx.psu.edu/repos/iuc/snippy/snippy,2801
toolshed.g2.bx.psu.edu/repos/iuc/unicycler/unicycler,2613
toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes,2607
toolshed.g2.bx.psu.edu/repos/iuc/datamash_ops/datamash_ops,2521
toolshed.g2.bx.psu.edu/repos/devteam/fastq_quality_filter/cshl_fastq_quality_filter,2474
toolshed.g2.bx.psu.edu/repos/iuc/kraken2/kraken2,2459
testtoolshed.g2.bx.psu.edu/repos/jchung/generate_count_matrix/generate_count_matrix,2328
toolshed.g2.bx.psu.edu/repos/iuc/fasta_stats/fasta-stats,2328
toolshed.g2.bx.psu.edu/repos/bgruening/flye/flye,2274
toolshed.g2.bx.psu.edu/repos/devteam/velvet/velveth,2221
toolshed.g2.bx.psu.edu/repos/iuc/abricate/abricate,2216
CONVERTER_fasta_to_tabular,2108
csv_to_tabular,2099
Remove beginning1,2086
toolshed.g2.bx.psu.edu/repos/devteam/velvet/velvetg,2046
toolshed.g2.bx.psu.edu/repos/crs4/taxonomy_krona_chart/taxonomy_krona_chart,2042
toolshed.g2.bx.psu.edu/repos/bgruening/trim_galore/trim_galore,2020
ucsc_table_direct1,1987
sort1,1898
Grouping1,1893
toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_interlacer/fastq_paired_end_interlacer,1748
toolshed.g2.bx.psu.edu/repos/iuc/mothur_unique_seqs/mothur_unique_seqs,1742
toolshed.g2.bx.psu.edu/repos/devteam/ncbi_blast_plus/ncbi_blastn_wrapper,1731
toolshed.g2.bx.psu.edu/repos/devteam/samtools_idxstats/samtools_idxstats,1722
toolshed.g2.bx.psu.edu/repos/iuc/rgrnastar/rna_star,1710
toolshed.g2.bx.psu.edu/repos/iuc/shovill/shovill,1669
toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_seqs/mothur_summary_seqs,1668
toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicates,1651
toolshed.g2.bx.psu.edu/repos/iuc/mothur_align_seqs/mothur_align_seqs,1639
toolshed.g2.bx.psu.edu/repos/iuc/mothur_screen_seqs/mothur_screen_seqs,1630
toolshed.g2.bx.psu.edu/repos/iuc/mothur_count_seqs/mothur_count_seqs,1618
toolshed.g2.bx.psu.edu/repos/devteam/samtools_stats/samtools_stats,1554
cat1,1500
toolshed.g2.bx.psu.edu/repos/iuc/minimap2/minimap2,1492
toolshed.g2.bx.psu.edu/repos/rnateam/mafft/rbc_mafft,1462
toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff,1451
toolshed.g2.bx.psu.edu/repos/iuc/mlst/mlst,1439
toolshed.g2.bx.psu.edu/repos/iuc/porechop/porechop,1432
toolshed.g2.bx.psu.edu/repos/iuc/mothur_filter_seqs/mothur_filter_seqs,1425
toolshed.g2.bx.psu.edu/repos/iuc/mothur_pre_cluster/mothur_pre_cluster,1417
toolshed.g2.bx.psu.edu/repos/devteam/samtools_flagstat/samtools_flagstat,1416
CONVERTER_fastq_to_fqtoc0,1414
toolshed.g2.bx.psu.edu/repos/iuc/iqtree/iqtree,1337
toolshed.g2.bx.psu.edu/repos/iuc/fastqe/fastqe,1323
Grep1,1321
toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_header_tool,1320
