tool_name,count
__DATA_FETCH__,5268
toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc,3842
toolshed.g2.bx.psu.edu/repos/iuc/multiqc/multiqc,1917
upload1,1769
__SET_METADATA__,1672
toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2,1402
toolshed.g2.bx.psu.edu/repos/lparsons/cutadapt/cutadapt,1360
toolshed.g2.bx.psu.edu/repos/iuc/featurecounts/featurecounts,1332
toolshed.g2.bx.psu.edu/repos/lecorguille/msnbase_readmsdata/msnbase_readmsdata,1274
toolshed.g2.bx.psu.edu/repos/lecorguille/xcms_xcmsset/abims_xcms_xcmsSet,1200
CONVERTER_gz_to_uncompressed,1122
toolshed.g2.bx.psu.edu/repos/lecorguille/xcms_group/abims_xcms_group,1119
toolshed.g2.bx.psu.edu/repos/frogs/frogs/FROGS_preprocess,1107
toolshed.g2.bx.psu.edu/repos/lecorguille/xcms_merge/xcms_merge,1105
toolshed.g2.bx.psu.edu/repos/frogs/frogs/FROGS_clustering,1066
toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2,1039
toolshed.g2.bx.psu.edu/repos/lecorguille/xcms_plot_chromatogram/xcms_plot_chromatogram,1032
toolshed.g2.bx.psu.edu/repos/frogs/frogs/FROGS_remove_chimera,1008
toolshed.g2.bx.psu.edu/repos/lecorguille/xcms_fillpeaks/abims_xcms_fillPeaks,971
toolshed.g2.bx.psu.edu/repos/iuc/rgrnastar/rna_star,919
toolshed.g2.bx.psu.edu/repos/lecorguille/xcms_retcor/abims_xcms_retcor,915
toolshed.g2.bx.psu.edu/repos/pjbriggs/trimmomatic/trimmomatic,885
toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicates,851
toolshed.g2.bx.psu.edu/repos/lecorguille/camera_annotate/abims_CAMERA_annotateDiffreport,831
toolshed.g2.bx.psu.edu/repos/frogs/frogs/FROGS_clusters_stat,817
toolshed.g2.bx.psu.edu/repos/ethevenot/qualitymetrics/quality_metrics,816
toolshed.g2.bx.psu.edu/repos/melpetera/generic_filter/generic_filter,798
toolshed.g2.bx.psu.edu/repos/ethevenot/multivariate/Multivariate,795
toolshed.g2.bx.psu.edu/repos/frogs/frogs/FROGS_OTU_filters,752
Filter1,752
toolshed.g2.bx.psu.edu/repos/frogs/frogs/FROGS_affiliation_OTU,737
toolshed.g2.bx.psu.edu/repos/iuc/collection_column_join/collection_column_join,720
toolshed.g2.bx.psu.edu/repos/iuc/deseq2/deseq2,701
toolshed.g2.bx.psu.edu/repos/melpetera/batchcorrection/Batch_correction,699
Cut1,649
toolshed.g2.bx.psu.edu/repos/nilesh/rseqc/rseqc_read_distribution,634
toolshed.g2.bx.psu.edu/repos/lecorguille/xcms_export_samplemetadata/xcms_export_samplemetadata,630
toolshed.g2.bx.psu.edu/repos/nilesh/rseqc/rseqc_infer_experiment,615
toolshed.g2.bx.psu.edu/repos/frogs/frogs/FROGS_biom_to_tsv,606
CONVERTER_interval_to_bed12_0,591
toolshed.g2.bx.psu.edu/repos/frogs/frogs/FROGS_affiliations_stat,580
toolshed.g2.bx.psu.edu/repos/ethevenot/univariate/Univariate,569
toolshed.g2.bx.psu.edu/repos/ethevenot/checkformat/checkFormat,564
toolshed.g2.bx.psu.edu/repos/frogs/frogs/FROGSSTAT_Phyloseq_Import_Data,519
toolshed.g2.bx.psu.edu/repos/devteam/bamtools_filter/bamFilter,470
toolshed.g2.bx.psu.edu/repos/iuc/quast/quast,463
toolshed.g2.bx.psu.edu/repos/devteam/samtools_idxstats/samtools_idxstats,447
toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count,442
toolshed.g2.bx.psu.edu/repos/frogs/frogs/FROGS_Tree,420
toolshed.g2.bx.psu.edu/repos/frogs/frogs/FROGSSTAT_Phyloseq_Composition_Visualisation,408
toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff,394
toolshed.g2.bx.psu.edu/repos/frogs/frogs/FROGSSTAT_Phyloseq_Beta_Diversity,393
toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_callpeak,381
toolshed.g2.bx.psu.edu/repos/frogs/frogs/FROGSSTAT_Phyloseq_Alpha_Diversity,375
__FLATTEN__,373
