tool_name,count
upload1,1805126
__DATA_FETCH__,1019432
toolshed.g2.bx.psu.edu/repos/iuc/abricate/abricate,483464
toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc,432601
CONVERTER_gz_to_uncompressed,156336
toolshed.g2.bx.psu.edu/repos/devteam/ncbi_blast_plus/ncbi_blastn_wrapper,153391
toolshed.g2.bx.psu.edu/repos/iuc/seqtk/seqtk_subseq,143487
toolshed.g2.bx.psu.edu/repos/crs4/prokka/prokka,141875
toolshed.g2.bx.psu.edu/repos/pjbriggs/trimmomatic/trimmomatic,139097
Cut1,133584
toolshed.g2.bx.psu.edu/repos/devteam/column_maker/Add_a_column1,97667
toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2,94859
toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa_mem,77224
toolshed.g2.bx.psu.edu/repos/iuc/fastp/fastp,76462
Filter1,73874
toolshed.g2.bx.psu.edu/repos/iuc/featurecounts/featurecounts,68867
toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2,67495
toolshed.g2.bx.psu.edu/repos/lparsons/cutadapt/cutadapt,65986
echo_main.job-handlers.1,53925
echo_main.job-handlers.2,53792
echo_main.job-handlers.3,53762
echo_main.job-handlers.4,53739
toolshed.g2.bx.psu.edu/repos/iuc/kraken2/kraken2,53562
toolshed.g2.bx.psu.edu/repos/iuc/porechop/porechop,52558
toolshed.g2.bx.psu.edu/repos/iuc/snpsift/snpSift_filter,52530
toolshed.g2.bx.psu.edu/repos/iuc/rgrnastar/rna_star,51541
toolshed.g2.bx.psu.edu/repos/iuc/snpsift/snpSift_extractFields,48715
toolshed.g2.bx.psu.edu/repos/iuc/snippy/snippy,48011
toolshed.g2.bx.psu.edu/repos/devteam/samtools_stats/samtools_stats,47903
toolshed.g2.bx.psu.edu/repos/nml/spades/spades,47079
Grep1,46232
toolshed.g2.bx.psu.edu/repos/devteam/ncbi_blast_plus/ncbi_blastp_wrapper,45794
__SET_METADATA__,45698
toolshed.g2.bx.psu.edu/repos/iuc/samtools_view/samtools_view,43054
toolshed.g2.bx.psu.edu/repos/iuc/multiqc/multiqc,40354
toolshed.g2.bx.psu.edu/repos/devteam/lastz/lastz_wrapper_2,38395
toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond,34964
toolshed.g2.bx.psu.edu/repos/iuc/busco/busco,34369
toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicates,34196
toolshed.g2.bx.psu.edu/repos/iuc/quast/quast,34145
toolshed.g2.bx.psu.edu/repos/devteam/tabular_to_fasta/tab2fasta,33727
toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count,33124
toolshed.g2.bx.psu.edu/repos/iuc/lofreq_call/lofreq_call,30573
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed,29555
