tool_name,count
__DATA_FETCH__,15623
toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc,14195
upload1,9893
toolshed.g2.bx.psu.edu/repos/iuc/multiqc/multiqc,5854
toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2,5302
toolshed.g2.bx.psu.edu/repos/pjbriggs/trimmomatic/trimmomatic,5268
__SET_METADATA__,4745
CONVERTER_gz_to_uncompressed,4717
toolshed.g2.bx.psu.edu/repos/nml/spades/spades,4654
toolshed.g2.bx.psu.edu/repos/crs4/prokka/prokka,4358
toolshed.g2.bx.psu.edu/repos/iuc/quast/quast,3890
toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2,3779
toolshed.g2.bx.psu.edu/repos/lparsons/cutadapt/cutadapt,3507
toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa_mem,3420
toolshed.g2.bx.psu.edu/repos/iuc/jbrowse/jbrowse,3121
toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fasterq_dump,2842
toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump,2722
Filter1,2691
toolshed.g2.bx.psu.edu/repos/iuc/deseq2/deseq2,2647
toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count,2613
toolshed.g2.bx.psu.edu/repos/iuc/busco/busco,2439
toolshed.g2.bx.psu.edu/repos/iuc/bandage/bandage_image,2405
toolshed.g2.bx.psu.edu/repos/iuc/featurecounts/featurecounts,2348
Cut1,2341
toolshed.g2.bx.psu.edu/repos/iuc/fastp/fastp,2242
toolshed.g2.bx.psu.edu/repos/iuc/nanoplot/nanoplot,2188
toolshed.g2.bx.psu.edu/repos/iuc/snippy/snippy,2102
toolshed.g2.bx.psu.edu/repos/iuc/unicycler/unicycler,2010
toolshed.g2.bx.psu.edu/repos/iuc/fasta_stats/fasta-stats,1957
testtoolshed.g2.bx.psu.edu/repos/jchung/generate_count_matrix/generate_count_matrix,1956
toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes,1925
toolshed.g2.bx.psu.edu/repos/devteam/velvet/velveth,1864
toolshed.g2.bx.psu.edu/repos/iuc/datamash_ops/datamash_ops,1861
toolshed.g2.bx.psu.edu/repos/devteam/fastq_quality_filter/cshl_fastq_quality_filter,1854
toolshed.g2.bx.psu.edu/repos/devteam/velvet/velvetg,1721
toolshed.g2.bx.psu.edu/repos/iuc/kraken2/kraken2,1663
toolshed.g2.bx.psu.edu/repos/bgruening/flye/flye,1624
csv_to_tabular,1598
toolshed.g2.bx.psu.edu/repos/crs4/taxonomy_krona_chart/taxonomy_krona_chart,1584
CONVERTER_fasta_to_tabular,1536
toolshed.g2.bx.psu.edu/repos/iuc/abricate/abricate,1508
Remove beginning1,1475
toolshed.g2.bx.psu.edu/repos/iuc/mothur_unique_seqs/mothur_unique_seqs,1456
Grouping1,1446
toolshed.g2.bx.psu.edu/repos/bgruening/trim_galore/trim_galore,1439
toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_interlacer/fastq_paired_end_interlacer,1402
toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_seqs/mothur_summary_seqs,1388
sort1,1378
toolshed.g2.bx.psu.edu/repos/iuc/mothur_align_seqs/mothur_align_seqs,1357
toolshed.g2.bx.psu.edu/repos/iuc/mothur_screen_seqs/mothur_screen_seqs,1356
toolshed.g2.bx.psu.edu/repos/iuc/mothur_count_seqs/mothur_count_seqs,1351
toolshed.g2.bx.psu.edu/repos/iuc/rgrnastar/rna_star,1303
toolshed.g2.bx.psu.edu/repos/devteam/samtools_stats/samtools_stats,1298
toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicates,1271
toolshed.g2.bx.psu.edu/repos/devteam/samtools_idxstats/samtools_idxstats,1222
toolshed.g2.bx.psu.edu/repos/devteam/ncbi_blast_plus/ncbi_blastn_wrapper,1203
toolshed.g2.bx.psu.edu/repos/iuc/mothur_filter_seqs/mothur_filter_seqs,1178
CONVERTER_fastq_to_fqtoc0,1173
toolshed.g2.bx.psu.edu/repos/iuc/mothur_pre_cluster/mothur_pre_cluster,1169
toolshed.g2.bx.psu.edu/repos/iuc/minimap2/minimap2,1166
ucsc_table_direct1,1137
toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_cut_tool,1112
toolshed.g2.bx.psu.edu/repos/iuc/mothur_make_contigs/mothur_make_contigs,1097
toolshed.g2.bx.psu.edu/repos/rnateam/mafft/rbc_mafft,1096
toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff,1096
toolshed.g2.bx.psu.edu/repos/iuc/mothur_classify_seqs/mothur_classify_seqs,1088
toolshed.g2.bx.psu.edu/repos/iuc/shovill/shovill,1085
toolshed.g2.bx.psu.edu/repos/simon-gladman/velvetoptimiser/velvetoptimiser,1050
toolshed.g2.bx.psu.edu/repos/iuc/annotatemyids/annotatemyids,1049
toolshed.g2.bx.psu.edu/repos/iuc/porechop/porechop,1037
CONVERTER_ref_to_seq_taxomony,1026
toolshed.g2.bx.psu.edu/repos/iuc/ggplot2_point/ggplot2_point,1022
toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sorted_uniq,1013
toolshed.g2.bx.psu.edu/repos/iuc/mothur_cluster_split/mothur_cluster_split,1012
toolshed.g2.bx.psu.edu/repos/iuc/mothur_make_shared/mothur_make_shared,997
toolshed.g2.bx.psu.edu/repos/iuc/fastqe/fastqe,991
toolshed.g2.bx.psu.edu/repos/devteam/samtools_flagstat/samtools_flagstat,990
toolshed.g2.bx.psu.edu/repos/iuc/mothur_classify_otu/mothur_classify_otu,987
toolshed.g2.bx.psu.edu/repos/iuc/iqtree/iqtree,979
toolshed.g2.bx.psu.edu/repos/iuc/ncbi_acc_download/ncbi_acc_download,972
toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_cat,962
toolshed.g2.bx.psu.edu/repos/iuc/mlst/mlst,931
toolshed.g2.bx.psu.edu/repos/iuc/volcanoplot/volcanoplot,905
toolshed.g2.bx.psu.edu/repos/iuc/newick_utils/newick_display,899
toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_header_tool,898
join1,894
toolshed.g2.bx.psu.edu/repos/iuc/mothur_taxonomy_to_krona/mothur_taxonomy_to_krona,893
toolshed.g2.bx.psu.edu/repos/devteam/column_maker/Add_a_column1,884
toolshed.g2.bx.psu.edu/repos/iuc/mothur_chimera_vsearch/mothur_chimera_vsearch,872
toolshed.g2.bx.psu.edu/repos/nml/staramr/staramr_search,864
Grep1,852
toolshed.g2.bx.psu.edu/repos/iuc/mothur_remove_seqs/mothur_remove_seqs,847
toolshed.g2.bx.psu.edu/repos/iuc/edger/edger,846
toolshed.g2.bx.psu.edu/repos/iuc/deg_annotate/deg_annotate,846
toolshed.g2.bx.psu.edu/repos/iuc/limma_voom/limma_voom,835
toolshed.g2.bx.psu.edu/repos/nml/collapse_collections/collapse_dataset,814
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed,806
toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa,799
cat1,799
CONVERTER_interval_to_bed_0,789
tabular_to_csv,783
toolshed.g2.bx.psu.edu/repos/iuc/mothur_remove_lineage/mothur_remove_lineage,767
toolshed.g2.bx.psu.edu/repos/iuc/raxml/raxml,765
toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report,763
toolshed.g2.bx.psu.edu/repos/iuc/maker/maker,752
toolshed.g2.bx.psu.edu/repos/iuc/trinity/trinity,741
toolshed.g2.bx.psu.edu/repos/devteam/bam_to_sam/bam_to_sam,732
toolshed.g2.bx.psu.edu/repos/devteam/gffread/gffread,732
toolshed.g2.bx.psu.edu/repos/iuc/pilon/pilon,726
toolshed.g2.bx.psu.edu/repos/iuc/qualimap_bamqc/qualimap_bamqc,726
toolshed.g2.bx.psu.edu/repos/iuc/bandage/bandage_info,716
toolshed.g2.bx.psu.edu/repos/iuc/bwa_mem2/bwa_mem2,713
toolshed.g2.bx.psu.edu/repos/iuc/samtools_view/samtools_view,705
toolshed.g2.bx.psu.edu/repos/iuc/ggplot2_heatmap2/ggplot2_heatmap2,704
toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line,696
CONVERTER_bam_to_bigwig_0,688
toolshed.g2.bx.psu.edu/repos/iuc/collection_column_join/collection_column_join,688
toolshed.g2.bx.psu.edu/repos/devteam/fastqtofasta/fastq_to_fasta_python,679
CONVERTER_fasta_to_fai,678
toolshed.g2.bx.psu.edu/repos/iuc/mothur_count_groups/mothur_count_groups,673
toolshed.g2.bx.psu.edu/repos/devteam/samtools_rmdup/samtools_rmdup,672
