tool_name,count
upload1,156060
toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc,134213
__DATA_FETCH__,98049
ucsc_table_direct1,71636
__SET_METADATA__,69027
toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2,51565
toolshed.g2.bx.psu.edu/repos/pjbriggs/trimmomatic/trimmomatic,49849
Filter1,39029
Grouping1,37340
sort1,36070
CONVERTER_gz_to_uncompressed,34915
toolshed.g2.bx.psu.edu/repos/devteam/fastq_groomer/fastq_groomer,34672
toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2,34018
toolshed.g2.bx.psu.edu/repos/iuc/deseq2/deseq2,31957
toolshed.g2.bx.psu.edu/repos/devteam/join/gops_join_1,31912
toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa_mem,31618
join1,30682
Cut1,30199
toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump,29300
toolshed.g2.bx.psu.edu/repos/iuc/multiqc/multiqc,29001
toolshed.g2.bx.psu.edu/repos/iuc/featurecounts/featurecounts,27598
toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2,27356
toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fasterq_dump,24120
toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks,23063
toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes,22430
toolshed.g2.bx.psu.edu/repos/lparsons/cutadapt/cutadapt,20162
comp1,19208
CONVERTER_bam_to_bigwig_0,18912
Show beginning1,18767
toolshed.g2.bx.psu.edu/repos/iuc/rgrnastar/rna_star,18214
toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff,17913
CONVERTER_interval_to_bedstrict_0,17304
toolshed.g2.bx.psu.edu/repos/bgruening/trim_galore/trim_galore,16638
toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count,16485
ebi_sra_main,16213
toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicates,16072
toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa,16006
CONVERTER_bed_gff_or_vcf_to_bigwig_0,15853
cat1,14393
toolshed.g2.bx.psu.edu/repos/devteam/bowtie_wrappers/bowtie_wrapper,13830
