tool_name,count
addValue,4970
__APPLY_RULES__,377
axt_to_fasta,5
barchart_gnuplot,414
bed2gff1,576
bed_to_bigBed,172
bedtools_mergebed,6
bfast_wrapper,4
bgchem_fragment_merger,16
bg_protein_properties,177
bg_statistical_hypothesis_testing,13
bigwigtowig,233
biomart,9
biopython_base_distribution,83
blockbuster,78
__BUILD_LIST__,11419
bwtool-lift,311
cat1,73383
ChangeCase,4191
clin_iobio_display_generation,15
clin_iobio_display_generation_iframe,40
codon_count,58
comp1,14648
concatenate_icenet_data,27
Convert characters1,6443
CONVERTER_Bam_Bai_0,366
CONVERTER_bam_to_bigwig_0,4315
CONVERTER_bam_to_coodinate_sorted_bam,17432
CONVERTER_bam_to_qname_sorted_bam,4115
CONVERTER_bcf_uncompressed_to_bcf,12
CONVERTER_bed_gff_or_vcf_to_bigwig_0,3324
CONVERTER_bedgraph_to_bigwig,3316
CONVERTER_bed_to_fli_0,451
CONVERTER_bed_to_gff_0,1177
CONVERTER_biom,250
CONVERTER_bz2_to_uncompressed,1695
CONVERTER_cram_to_bam_0,264
CONVERTER_fasta_to_2bit,238
CONVERTER_fasta_to_bowtie_base_index,375
CONVERTER_fasta_to_bowtie_color_index,11
CONVERTER_fasta_to_fai,1204
CONVERTER_fasta_to_len,509
CONVERTER_fasta_to_tabular,8317
CONVERTER_fastq_to_fqtoc0,17208
CONVERTER_gff_to_bed_0,2823
CONVERTER_gff_to_fli_0,555
CONVERTER_gff_to_interval_index_0,556
CONVERTER_Gro_to_Pdb_0,369
CONVERTER_gz_to_uncompressed,162189
CONVERTER_interval_to_bed_0,8739
CONVERTER_interval_to_bed12_0,2130
CONVERTER_interval_to_bed6_0,120
CONVERTER_interval_to_bedstrict_0,5358
CONVERTER_interval_to_bgzip_0,860
CONVERTER_interval_to_bigwig_0,444
CONVERTER_interval_to_tabix_0,605
CONVERTER_len_to_linecount,387
CONVERTER_maf_to_fasta_0,18
CONVERTER_maf_to_interval_0,9
CONVERTER_mdconvert,376
CONVERTER_mol2_to_mol,2
CONVERTER_molecules,826
CONVERTER_parquet_to_csv,3
CONVERTER_Pdb_to_Gro_0,172
CONVERTER_picard_interval_list_to_bed6,5
CONVERTER_ref_to_seq_taxomony,813
CONVERTER_sam_to_bigwig_0,113
CONVERTER_sam_to_unsorted_bam,325
CONVERTER_SMILES_to_MOL,31
CONVERTER_tar_to_directory,76
CONVERTER_uncompressed_to_gz,27961
CONVERTER_vcf_bgzip_to_tabix_0,334
CONVERTER_vcf_to_vcf_bgzip_0,294
CONVERTER_wiggle_to_interval_0,8
